EBRR_Program_Cohort_ID,Correctional_Facility_ID,EBRR_Programs_ID,Program_Cohort_Size_Max,Program_Cohort_Size_Min,Number_of_Cohorts,Program_Cohort_Num_Enrolled_Avg,Program_Cohort_Num_Attended_Avg,Program_Cohort_Num_Completed_Avg,Program_Cohort_Percent_Completion_Avg,Program_Cohort_Attendance_Rate_Avg,Program_Cohort_Hours_Avg,Num_Employee_Hours_Per_Cohort_Avg,Cost_Supply_Max_Per_Cohort _USD
846,32,246,30,5,44,24,15,2,0.13,0.625,100,350,500
847,32,247,30,5,38,29,29,8,0.28,1,60,210,500
848,33,248,30,5,38,18,1,1,1,0.055555556,210,735,500
849,34,249,30,5,43,21,10,7,0.7,0.476190476,270,945,500
850,35,250,30,5,29,21,7,5,0.71,0.333333333,120,420,500
851,36,251,30,5,36,26,13,3,0.23,0.5,180,630,500
852,37,252,30,5,25,19,5,0,0,0.263157895,120,420,500
853,38,253,30,5,21,25,7,0,0,0.28,60,210,500
854,39,254,30,5,35,25,3,2,0.67,0.12,60,210,500
855,40,255,30,5,42,27,2,1,0.5,0.074074074,210,735,500
856,41,256,30,5,34,5,0,0,0,0,150,525,500
857,42,257,30,5,12,12,3,3,1,0.25,240,840,500
858,43,258,30,5,38,18,16,15,0.94,0.888888889,270,945,500
859,44,259,30,5,9,23,12,3,0.25,0.52173913,300,1050,500
860,45,260,30,5,43,16,10,5,0.5,0.625,210,735,500
861,46,261,30,5,27,16,8,0,0,0.5,100,350,500
862,47,262,30,5,33,28,25,16,0.64,0.892857143,270,945,500
863,47,263,30,5,40,8,3,3,1,0.375,60,210,500
864,47,264,30,5,42,30,28,28,1,0.933333333,60,210,500
865,48,265,30,5,38,14,8,1,0.13,0.571428571,210,735,500
866,49,266,30,5,29,13,5,1,0.2,0.384615385,60,210,500
867,50,267,30,5,44,5,1,0,0,0.2,240,840,500
868,51,268,30,5,28,12,2,2,1,0.166666667,300,1050,500
869,52,269,30,5,34,30,22,22,1,0.733333333,210,735,500
870,53,270,30,5,23,24,0,0,0,0,180,630,500
871,54,271,30,5,24,9,3,1,0.33,0.333333333,210,735,500
872,54,272,30,5,38,17,1,0,0,0.058823529,210,735,500
873,54,273,30,5,7,26,17,0,0,0.653846154,210,735,500
874,54,274,30,5,48,13,9,6,0.67,0.692307692,270,945,500
875,54,275,30,5,44,14,8,7,0.88,0.571428571,240,840,500
876,1,1,30,5,47,23,23,11,0.48,1,60,210,500
877,1,2,30,5,29,10,5,1,0.2,0.5,270,945,500
878,1,3,30,5,16,11,6,2,0.33,0.545454545,100,350,500
879,1,4,30,5,38,29,9,3,0.33,0.310344828,300,1050,500
880,1,5,30,5,6,7,6,6,1,0.857142857,100,350,500
881,1,6,30,5,14,20,19,2,0.11,0.95,180,630,500
882,1,7,30,5,47,11,4,4,1,0.363636364,240,840,500
883,1,8,30,5,8,8,7,2,0.29,0.875,210,735,500
884,1,9,30,5,31,20,3,0,0,0.15,100,350,500
885,1,10,30,5,15,17,13,3,0.23,0.764705882,60,210,500
886,2,11,30,5,21,19,6,2,0.33,0.315789474,150,525,500
887,2,12,30,5,24,22,18,8,0.44,0.818181818,60,210,500
888,2,13,30,5,47,22,1,1,1,0.045454545,270,945,500
889,2,14,30,5,27,19,11,8,0.73,0.578947368,180,630,500
890,2,15,30,5,32,18,14,3,0.21,0.777777778,240,840,500
891,2,16,30,5,49,20,6,5,0.83,0.3,240,840,500
892,2,17,30,5,48,10,5,5,1,0.5,150,525,500
893,2,18,30,5,33,20,13,7,0.54,0.65,150,525,500
894,2,19,30,5,39,28,19,6,0.32,0.678571429,100,350,500
895,2,20,30,5,17,24,4,2,0.5,0.166666667,60,210,500
896,2,21,30,5,48,29,22,20,0.91,0.75862069,240,840,500
897,2,22,30,5,19,7,0,0,0,0,100,350,500
898,2,23,30,5,13,29,6,2,0.33,0.206896552,100,350,500
899,2,24,30,5,30,29,0,0,0,0,270,945,500
900,3,25,30,5,43,23,1,0,0,0.043478261,100,350,500
901,4,26,30,5,16,22,4,4,1,0.181818182,120,420,500
902,5,27,30,5,19,26,2,2,1,0.076923077,60,210,500
903,6,28,30,5,7,6,4,3,0.75,0.666666667,240,840,500
904,6,29,30,5,16,16,3,0,0,0.1875,60,210,500
905,6,30,30,5,45,14,13,6,0.46,0.928571429,100,350,500
906,6,31,30,5,42,21,14,5,0.36,0.666666667,120,420,500
907,6,32,30,5,36,10,3,3,1,0.3,210,735,500
908,6,33,30,5,25,15,0,0,0,0,60,210,500
909,6,34,30,5,24,6,2,0,0,0.333333333,150,525,500
910,6,35,30,5,36,18,3,2,0.67,0.166666667,120,420,500
911,6,36,30,5,33,29,13,7,0.54,0.448275862,100,350,500
912,6,37,30,5,15,6,6,1,0.17,1,150,525,500
913,6,38,30,5,12,13,9,9,1,0.692307692,100,350,500
914,6,39,30,5,19,29,6,5,0.83,0.206896552,240,840,500
915,6,40,30,5,6,13,9,2,0.22,0.692307692,300,1050,500
916,6,41,30,5,34,19,18,3,0.17,0.947368421,180,630,500
917,6,42,30,5,26,19,1,1,1,0.052631579,240,840,500
918,7,43,30,5,49,29,24,23,0.96,0.827586207,270,945,500
919,7,44,30,5,25,15,6,4,0.67,0.4,180,630,500
920,7,45,30,5,39,7,2,0,0,0.285714286,240,840,500
921,7,46,30,5,17,15,12,6,0.5,0.8,150,525,500
922,7,47,30,5,29,5,1,1,1,0.2,210,735,500
923,7,48,30,5,6,22,5,0,0,0.227272727,120,420,500
924,7,49,30,5,26,29,26,12,0.46,0.896551724,300,1050,500
925,7,50,30,5,25,15,0,0,0,0,300,1050,500
926,7,51,30,5,14,27,1,1,1,0.037037037,300,1050,500
927,7,52,30,5,9,16,14,2,0.14,0.875,240,840,500
928,7,53,30,5,41,19,7,7,1,0.368421053,120,420,500
929,7,54,30,5,24,7,4,3,0.75,0.571428571,210,735,500
930,7,55,30,5,28,17,12,6,0.5,0.705882353,180,630,500
931,7,56,30,5,17,25,24,6,0.25,0.96,120,420,500
932,7,57,30,5,27,26,22,20,0.91,0.846153846,180,630,500
933,8,58,30,5,16,19,8,0,0,0.421052632,300,1050,500
934,8,59,30,5,41,26,6,5,0.83,0.230769231,100,350,500
935,8,60,30,5,32,18,10,2,0.2,0.555555556,120,420,500
936,8,61,30,5,29,5,0,0,0,0,300,1050,500
937,8,62,30,5,27,6,1,1,1,0.166666667,120,420,500
938,8,63,30,5,10,10,3,2,0.67,0.3,120,420,500
939,8,64,30,5,10,17,14,6,0.43,0.823529412,150,525,500
940,8,65,30,5,13,30,11,7,0.64,0.366666667,240,840,500
941,8,66,30,5,38,24,12,5,0.42,0.5,60,210,500
942,9,67,30,5,11,8,6,3,0.5,0.75,60,210,500
943,10,68,30,5,18,23,11,6,0.55,0.47826087,60,210,500
944,10,69,30,5,44,19,13,4,0.31,0.684210526,270,945,500
945,10,70,30,5,31,9,6,0,0,0.666666667,150,525,500
946,10,71,30,5,19,15,1,1,1,0.066666667,150,525,500
947,10,72,30,5,44,21,16,8,0.5,0.761904762,300,1050,500
948,10,73,30,5,42,16,5,1,0.2,0.3125,300,1050,500
949,10,74,30,5,28,27,23,1,0.04,0.851851852,150,525,500
950,10,75,30,5,31,23,10,0,0,0.434782609,300,1050,500
951,10,76,30,5,38,12,0,0,0,0,180,630,500
952,10,77,30,5,28,13,4,0,0,0.307692308,270,945,500
953,10,78,30,5,28,25,16,11,0.69,0.64,240,840,500
954,10,79,30,5,47,27,23,2,0.09,0.851851852,100,350,500
955,11,80,30,5,31,28,16,5,0.31,0.571428571,60,210,500
956,11,81,30,5,22,30,17,11,0.65,0.566666667,120,420,500
957,11,82,30,5,37,25,12,8,0.67,0.48,180,630,500
958,11,83,30,5,42,30,25,13,0.52,0.833333333,150,525,500
959,11,84,30,5,7,21,17,6,0.35,0.80952381,180,630,500
960,11,85,30,5,15,15,8,4,0.5,0.533333333,270,945,500
961,11,86,30,5,40,15,9,0,0,0.6,100,350,500
962,11,87,30,5,10,7,4,0,0,0.571428571,150,525,500
963,11,88,30,5,14,20,3,2,0.67,0.15,60,210,500
964,11,89,30,5,10,19,18,17,0.94,0.947368421,120,420,500
965,11,90,30,5,23,29,8,8,1,0.275862069,300,1050,500
966,12,91,30,5,17,26,12,2,0.17,0.461538462,300,1050,500
967,12,92,30,5,27,10,2,0,0,0.2,120,420,500
968,12,93,30,5,44,22,17,3,0.18,0.772727273,60,210,500
969,12,94,30,5,14,17,2,0,0,0.117647059,240,840,500
970,12,95,30,5,44,28,10,4,0.4,0.357142857,300,1050,500
971,12,96,30,5,14,10,5,5,1,0.5,60,210,500
972,12,97,30,5,17,16,16,10,0.63,1,300,1050,500
973,12,98,30,5,30,15,0,0,0,0,270,945,500
974,12,99,30,5,26,10,2,1,0.5,0.2,270,945,500
975,12,100,30,5,31,6,5,4,0.8,0.833333333,120,420,500
976,12,101,30,5,50,5,0,0,0,0,300,1050,500
977,12,102,30,5,33,11,6,2,0.33,0.545454545,180,630,500
978,12,103,30,5,44,30,3,1,0.33,0.1,120,420,500
979,13,104,30,5,36,23,18,1,0.06,0.782608696,210,735,500
980,13,105,30,5,27,9,3,2,0.67,0.333333333,210,735,500
981,13,106,30,5,42,23,4,1,0.25,0.173913043,180,630,500
982,13,107,30,5,44,18,17,17,1,0.944444444,210,735,500
983,13,108,30,5,38,21,21,3,0.14,1,100,350,500
984,13,109,30,5,29,18,1,1,1,0.055555556,60,210,500
985,13,110,30,5,11,29,7,6,0.86,0.24137931,180,630,500
986,13,111,30,5,11,16,0,0,0,0,150,525,500
987,13,112,30,5,7,15,0,0,0,0,100,350,500
988,13,113,30,5,29,11,1,1,1,0.090909091,150,525,500
989,13,114,30,5,20,18,0,0,0,0,100,350,500
990,13,115,30,5,42,8,2,0,0,0.25,150,525,500
991,13,116,30,5,20,14,1,1,1,0.071428571,270,945,500
992,13,117,30,5,18,9,1,0,0,0.111111111,150,525,500
993,13,118,30,5,9,6,5,4,0.8,0.833333333,120,420,500
994,13,119,30,5,28,17,13,10,0.77,0.764705882,180,630,500
995,13,120,30,5,8,16,15,0,0,0.9375,210,735,500
996,14,121,30,5,21,11,6,5,0.83,0.545454545,60,210,500
997,14,122,30,5,17,23,1,0,0,0.043478261,150,525,500
998,14,123,30,5,42,5,0,0,0,0,300,1050,500
999,14,124,30,5,14,30,6,2,0.33,0.2,120,420,500
1000,14,125,30,5,36,21,3,1,0.33,0.142857143,240,840,500
1001,14,126,30,5,37,22,15,12,0.8,0.681818182,180,630,500
1002,14,127,30,5,22,27,18,12,0.67,0.666666667,60,210,500
1003,14,128,30,5,15,23,10,10,1,0.434782609,210,735,500
1004,14,129,30,5,15,11,7,7,1,0.636363636,240,840,500
1005,14,130,30,5,26,8,2,2,1,0.25,150,525,500
1006,14,131,30,5,40,27,10,5,0.5,0.37037037,150,525,500
1007,14,132,30,5,6,29,21,9,0.43,0.724137931,270,945,500
1008,14,133,30,5,5,12,8,3,0.38,0.666666667,180,630,500
1009,14,134,30,5,29,27,1,1,1,0.037037037,180,630,500
1010,14,135,30,5,8,27,17,5,0.29,0.62962963,270,945,500
1011,15,136,30,5,24,27,7,2,0.29,0.259259259,150,525,500
1012,15,137,30,5,15,10,1,1,1,0.1,270,945,500
1013,15,138,30,5,48,17,1,1,1,0.058823529,180,630,500
1014,15,139,30,5,6,18,16,12,0.75,0.888888889,60,210,500
1015,15,140,30,5,39,30,27,8,0.3,0.9,300,1050,500
1016,15,141,30,5,36,6,1,0,0,0.166666667,300,1050,500
1017,15,142,30,5,27,20,5,0,0,0.25,120,420,500
1018,15,143,30,5,21,19,19,9,0.47,1,240,840,500
1019,15,144,30,5,28,30,6,6,1,0.2,240,840,500
1020,15,145,30,5,26,11,1,1,1,0.090909091,300,1050,500
1021,15,146,30,5,35,11,11,5,0.45,1,180,630,500
1022,15,147,30,5,8,9,9,6,0.67,1,210,735,500
1023,15,148,30,5,30,11,2,1,0.5,0.181818182,120,420,500
1024,15,149,30,5,13,12,2,0,0,0.166666667,100,350,500
1025,15,150,30,5,32,26,0,0,0,0,120,420,500
1026,15,151,30,5,30,22,18,11,0.61,0.818181818,240,840,500
1027,15,152,30,5,17,7,5,2,0.4,0.714285714,180,630,500
1028,15,153,30,5,31,9,8,0,0,0.888888889,210,735,500
1029,15,154,30,5,28,6,2,2,1,0.333333333,120,420,500
1030,15,155,30,5,32,22,5,3,0.6,0.227272727,240,840,500
1031,15,156,30,5,39,23,6,2,0.33,0.260869565,60,210,500
1032,15,157,30,5,33,19,16,1,0.06,0.842105263,180,630,500
1033,15,158,30,5,15,9,0,0,0,0,100,350,500
1034,16,159,30,5,40,12,5,3,0.6,0.416666667,120,420,500
1035,16,160,30,5,6,6,4,4,1,0.666666667,240,840,500
1036,16,161,30,5,15,29,10,5,0.5,0.344827586,270,945,500
1037,16,162,30,5,13,22,8,7,0.88,0.363636364,180,630,500
1038,16,163,30,5,50,17,0,0,0,0,100,350,500
1039,17,164,30,5,44,29,29,0,0,1,240,840,500
1040,17,165,30,5,42,9,9,2,0.22,1,270,945,500
1041,17,166,30,5,21,16,12,1,0.08,0.75,100,350,500
1042,17,167,30,5,34,9,3,0,0,0.333333333,300,1050,500
1043,17,168,30,5,48,28,11,4,0.36,0.392857143,150,525,500
1044,17,169,30,5,8,25,25,16,0.64,1,120,420,500
1045,17,170,30,5,41,23,6,2,0.33,0.260869565,270,945,500
1046,17,171,30,5,43,30,15,2,0.13,0.5,180,630,500
1047,18,172,30,5,49,30,15,13,0.87,0.5,100,350,500
1048,18,173,30,5,49,14,0,0,0,0,150,525,500
1049,18,174,30,5,11,5,2,1,0.5,0.4,240,840,500
1050,18,175,30,5,37,12,6,1,0.17,0.5,120,420,500
1051,18,176,30,5,23,10,8,8,1,0.8,120,420,500
1052,18,177,30,5,6,9,1,1,1,0.111111111,270,945,500
1053,18,178,30,5,46,21,10,4,0.4,0.476190476,120,420,500
1054,18,179,30,5,38,25,13,11,0.85,0.52,60,210,500
1055,18,180,30,5,9,5,3,2,0.67,0.6,180,630,500
1056,18,181,30,5,46,21,17,4,0.24,0.80952381,240,840,500
1057,18,182,30,5,43,26,10,4,0.4,0.384615385,120,420,500
1058,18,183,30,5,27,27,23,15,0.65,0.851851852,60,210,500
1059,18,184,30,5,40,17,13,7,0.54,0.764705882,210,735,500
1060,19,185,30,5,27,18,16,5,0.31,0.888888889,180,630,500
1061,20,186,30,5,49,21,11,4,0.36,0.523809524,60,210,500
1062,21,187,30,5,20,11,8,8,1,0.727272727,240,840,500
1063,22,188,30,5,35,5,5,1,0.2,1,300,1050,500
1064,22,189,30,5,14,11,9,0,0,0.818181818,300,1050,500
1065,22,190,30,5,21,11,7,6,0.86,0.636363636,300,1050,500
1066,22,191,30,5,27,7,4,3,0.75,0.571428571,120,420,500
1067,22,192,30,5,38,12,5,1,0.2,0.416666667,210,735,500
1068,22,193,30,5,34,28,21,4,0.19,0.75,240,840,500
1069,22,194,30,5,41,28,7,6,0.86,0.25,150,525,500
1070,22,195,30,5,40,10,2,1,0.5,0.2,120,420,500
1071,22,196,30,5,19,28,1,1,1,0.035714286,270,945,500
1072,23,197,30,5,30,7,7,6,0.86,1,100,350,500
1073,23,198,30,5,44,29,25,7,0.28,0.862068966,300,1050,500
1074,23,199,30,5,46,27,10,0,0,0.37037037,60,210,500
1075,23,200,30,5,27,16,3,3,1,0.1875,180,630,500
1076,23,201,30,5,9,29,4,3,0.75,0.137931034,240,840,500
1077,23,202,30,5,32,13,10,3,0.3,0.769230769,180,630,500
1078,23,203,30,5,24,25,7,1,0.14,0.28,270,945,500
1079,24,204,30,5,31,15,6,5,0.83,0.4,180,630,500
1080,24,205,30,5,8,20,11,7,0.64,0.55,210,735,500
1081,24,206,30,5,31,22,0,0,0,0,270,945,500
1082,25,207,30,5,45,23,19,12,0.63,0.826086957,300,1050,500
1083,25,208,30,5,34,15,13,8,0.62,0.866666667,180,630,500
1084,26,209,30,5,23,16,14,14,1,0.875,180,630,500
1085,26,210,30,5,22,22,17,1,0.06,0.772727273,100,350,500
1086,26,211,30,5,41,25,19,6,0.32,0.76,240,840,500
1087,26,212,30,5,47,22,10,0,0,0.454545455,120,420,500
1088,26,213,30,5,24,25,22,15,0.68,0.88,120,420,500
1089,26,214,30,5,44,6,0,0,0,0,120,420,500
1090,26,215,30,5,41,11,6,6,1,0.545454545,180,630,500
1091,27,216,30,5,15,14,7,6,0.86,0.5,300,1050,500
1092,27,217,30,5,35,28,26,1,0.04,0.928571429,180,630,500
1093,27,218,30,5,50,15,13,5,0.38,0.866666667,150,525,500
1094,28,219,30,5,15,16,16,5,0.31,1,240,840,500
1095,28,220,30,5,15,7,0,0,0,0,210,735,500
1096,28,221,30,5,19,16,15,7,0.47,0.9375,270,945,500
1097,28,222,30,5,40,5,3,0,0,0.6,180,630,500
1098,28,223,30,5,8,13,11,10,0.91,0.846153846,240,840,500
1099,28,224,30,5,28,10,8,7,0.88,0.8,150,525,500
1100,29,225,30,5,7,27,14,1,0.07,0.518518519,270,945,500
1101,29,226,30,5,8,11,7,1,0.14,0.636363636,240,840,500
1102,29,227,30,5,44,18,7,0,0,0.388888889,180,630,500
1103,29,228,30,5,42,16,11,7,0.64,0.6875,120,420,500
1104,29,229,30,5,26,20,10,7,0.7,0.5,120,420,500
1105,29,230,30,5,24,20,6,0,0,0.3,180,630,500
1106,29,231,30,5,47,25,7,3,0.43,0.28,210,735,500
1107,29,232,30,5,25,12,7,5,0.71,0.583333333,180,630,500
1108,29,233,30,5,41,26,20,4,0.2,0.769230769,300,1050,500
1109,30,234,30,5,45,9,9,6,0.67,1,300,1050,500
1110,30,235,30,5,34,26,18,15,0.83,0.692307692,100,350,500
1111,30,236,30,5,44,11,2,1,0.5,0.181818182,150,525,500
1112,30,237,30,5,47,23,14,13,0.93,0.608695652,270,945,500
1113,30,238,30,5,43,12,12,7,0.58,1,240,840,500
1114,30,239,30,5,42,17,13,8,0.62,0.764705882,180,630,500
1115,30,240,30,5,20,17,6,0,0,0.352941176,270,945,500
1116,30,241,30,5,12,27,21,0,0,0.777777778,120,420,500
1117,30,242,30,5,32,5,4,4,1,0.8,180,630,500
1118,30,243,30,5,32,13,11,11,1,0.846153846,270,945,500
1119,30,244,30,5,44,10,6,6,1,0.6,240,840,500
1120,31,245,30,5,30,27,10,8,0.8,0.37037037,120,420,500
1121,32,246,30,5,41,25,5,0,0,0.2,100,350,500
1122,32,247,30,5,25,17,16,9,0.56,0.941176471,100,350,500
1123,33,248,30,5,28,12,5,0,0,0.416666667,100,350,500
1124,34,249,30,5,36,6,5,0,0,0.833333333,300,1050,500
1125,35,250,30,5,35,22,14,3,0.21,0.636363636,300,1050,500
1126,36,251,30,5,44,13,13,12,0.92,1,120,420,500
1127,37,252,30,5,41,9,7,2,0.29,0.777777778,150,525,500
1128,38,253,30,5,43,29,3,2,0.67,0.103448276,150,525,500
1129,39,254,30,5,27,28,18,0,0,0.642857143,120,420,500
1130,40,255,30,5,42,12,10,7,0.7,0.833333333,210,735,500
1131,41,256,30,5,8,12,9,9,1,0.75,270,945,500
1132,42,257,30,5,22,10,2,0,0,0.2,60,210,500
1133,43,258,30,5,35,7,6,2,0.33,0.857142857,150,525,500
1134,44,259,30,5,49,26,24,0,0,0.923076923,210,735,500
1135,45,260,30,5,32,6,4,0,0,0.666666667,60,210,500
1136,46,261,30,5,50,12,9,9,1,0.75,300,1050,500
1137,47,262,30,5,50,5,5,1,0.2,1,300,1050,500
1138,47,263,30,5,10,10,0,0,0,0,150,525,500
1139,47,264,30,5,33,12,3,0,0,0.25,300,1050,500
1140,48,265,30,5,26,14,8,2,0.25,0.571428571,300,1050,500
1141,49,266,30,5,24,12,0,0,0,0,300,1050,500
1142,50,267,30,5,9,28,6,2,0.33,0.214285714,300,1050,500
1143,51,268,30,5,6,11,0,0,0,0,210,735,500
1144,52,269,30,5,34,25,0,0,0,0,150,525,500
1145,53,270,30,5,23,30,23,6,0.26,0.766666667,300,1050,500
1146,54,271,30,5,45,22,5,3,0.6,0.227272727,300,1050,500
1147,54,272,30,5,15,25,2,1,0.5,0.08,240,840,500
1148,54,273,30,5,13,15,6,1,0.17,0.4,240,840,500
1149,54,274,30,5,18,18,3,2,0.67,0.166666667,180,630,500
1150,54,275,30,5,28,18,17,13,0.76,0.944444444,100,350,500
1151,54,276,30,5,47,23,5,5,1,0.217391304,240,840,500
1152,54,277,30,5,45,28,27,14,0.52,0.964285714,240,840,500
1153,54,278,30,5,46,10,9,6,0.67,0.9,150,525,500
1154,54,279,30,5,41,17,0,0,0,0,210,735,500
1155,54,280,30,5,40,19,19,6,0.32,1,300,1050,500
1156,55,281,30,5,32,30,10,9,0.9,0.333333333,300,1050,500
1157,55,282,30,5,23,29,23,6,0.26,0.793103448,300,1050,500
1158,55,283,30,5,25,8,8,6,0.75,1,240,840,500
1159,55,284,30,5,25,27,19,13,0.68,0.703703704,240,840,500
1160,55,285,30,5,17,21,19,18,0.95,0.904761905,60,210,500
1161,55,286,30,5,45,13,8,5,0.63,0.615384615,210,735,500
1162,55,287,30,5,45,5,5,5,1,1,180,630,500
1163,56,288,30,5,24,27,19,12,0.63,0.703703704,300,1050,500
1164,56,289,30,5,6,25,2,1,0.5,0.08,60,210,500
1165,56,290,30,5,14,12,9,1,0.11,0.75,180,630,500
1166,56,291,30,5,17,24,10,6,0.6,0.416666667,210,735,500
1167,56,292,30,5,26,25,8,5,0.63,0.32,150,525,500
1168,56,293,30,5,22,27,19,9,0.47,0.703703704,240,840,500
1169,56,294,30,5,35,9,3,3,1,0.333333333,240,840,500
1170,56,295,30,5,32,9,8,1,0.13,0.888888889,210,735,500
1171,56,296,30,5,15,8,2,1,0.5,0.25,300,1050,500
1172,56,297,30,5,14,23,13,6,0.46,0.565217391,300,1050,500
1173,56,298,30,5,32,21,20,3,0.15,0.952380952,100,350,500
1174,56,299,30,5,13,23,22,8,0.36,0.956521739,270,945,500
1175,56,300,30,5,8,27,13,10,0.77,0.481481481,300,1050,500
1176,1,1,30,5,26,22,2,2,1,0.090909091,100,350,500
1177,1,2,30,5,12,20,12,2,0.17,0.6,270,945,500
1178,1,3,30,5,45,30,8,4,0.5,0.266666667,210,735,500
1179,1,4,30,5,37,27,20,9,0.45,0.740740741,270,945,500
1180,1,5,30,5,5,21,0,0,0,0,150,525,500
1181,1,6,30,5,40,7,4,4,1,0.571428571,300,1050,500
1182,1,7,30,5,28,15,5,1,0.2,0.333333333,180,630,500
1183,1,8,30,5,6,15,9,0,0,0.6,270,945,500
1184,1,9,30,5,20,24,12,5,0.42,0.5,60,210,500
1185,1,10,30,5,33,28,17,0,0,0.607142857,120,420,500
1186,2,11,30,5,27,15,14,7,0.5,0.933333333,100,350,500
1187,2,12,30,5,41,13,2,2,1,0.153846154,180,630,500
1188,2,13,30,5,23,12,11,5,0.45,0.916666667,270,945,500
1189,2,14,30,5,11,19,14,0,0,0.736842105,150,525,500
1190,2,15,30,5,30,19,11,7,0.64,0.578947368,210,735,500
1191,2,16,30,5,16,24,0,0,0,0,240,840,500
1192,2,17,30,5,26,7,1,0,0,0.142857143,60,210,500
1193,2,18,30,5,28,26,13,1,0.08,0.5,240,840,500
1194,2,19,30,5,31,15,12,5,0.42,0.8,100,350,500
1195,2,20,30,5,27,9,2,0,0,0.222222222,150,525,500
1196,2,21,30,5,34,23,10,10,1,0.434782609,240,840,500
1197,2,22,30,5,32,29,29,25,0.86,1,300,1050,500
1198,2,23,30,5,20,12,5,1,0.2,0.416666667,180,630,500
1199,2,24,30,5,29,7,2,2,1,0.285714286,240,840,500
1200,3,25,30,5,46,29,13,8,0.62,0.448275862,210,735,500
1201,4,26,30,5,42,18,7,3,0.43,0.388888889,150,525,500
1202,5,27,30,5,47,25,3,0,0,0.12,180,630,500
1203,6,28,30,5,31,19,9,9,1,0.473684211,210,735,500
1204,6,29,30,5,46,29,9,6,0.67,0.310344828,120,420,500
1205,6,30,30,5,9,7,3,2,0.67,0.428571429,150,525,500
1206,6,31,30,5,32,9,9,1,0.11,1,180,630,500
1207,6,32,30,5,12,21,0,0,0,0,100,350,500
1208,6,33,30,5,19,21,16,13,0.81,0.761904762,240,840,500
1209,6,34,30,5,33,30,9,2,0.22,0.3,300,1050,500
1210,6,35,30,5,16,25,11,11,1,0.44,210,735,500
1211,6,36,30,5,32,6,2,2,1,0.333333333,120,420,500
1212,6,37,30,5,13,27,20,11,0.55,0.740740741,60,210,500
1213,6,38,30,5,17,5,3,1,0.33,0.6,240,840,500
1214,6,39,30,5,20,12,8,3,0.38,0.666666667,270,945,500
1215,6,40,30,5,12,12,3,1,0.33,0.25,180,630,500
1216,6,41,30,5,27,10,5,0,0,0.5,150,525,500
1217,6,42,30,5,43,8,6,3,0.5,0.75,60,210,500
1218,7,43,30,5,13,18,14,10,0.71,0.777777778,120,420,500
1219,7,44,30,5,45,21,6,3,0.5,0.285714286,100,350,500
1220,7,45,30,5,6,22,9,3,0.33,0.409090909,270,945,500
1221,7,46,30,5,45,19,7,2,0.29,0.368421053,150,525,500
1222,7,47,30,5,45,30,27,15,0.56,0.9,300,1050,500
1223,7,48,30,5,38,12,6,0,0,0.5,100,350,500
1224,7,49,30,5,6,9,6,4,0.67,0.666666667,60,210,500
1225,7,50,30,5,18,5,2,1,0.5,0.4,270,945,500
1226,7,51,30,5,49,9,8,7,0.88,0.888888889,300,1050,500
1227,7,52,30,5,5,16,10,8,0.8,0.625,60,210,500
1228,7,53,30,5,26,13,8,4,0.5,0.615384615,150,525,500
1229,7,54,30,5,12,15,4,1,0.25,0.266666667,270,945,500
1230,7,55,30,5,18,8,1,0,0,0.125,120,420,500
1231,7,56,30,5,5,19,18,7,0.39,0.947368421,300,1050,500
1232,7,57,30,5,25,20,17,16,0.94,0.85,120,420,500
1233,8,58,30,5,21,10,0,0,0,0,300,1050,500
1234,8,59,30,5,35,16,8,5,0.63,0.5,100,350,500
1235,8,60,30,5,38,23,9,1,0.11,0.391304348,300,1050,500
1236,8,61,30,5,20,12,0,0,0,0,180,630,500
1237,8,62,30,5,41,17,5,3,0.6,0.294117647,100,350,500
1238,8,63,30,5,33,27,20,18,0.9,0.740740741,120,420,500
1239,8,64,30,5,33,9,7,3,0.43,0.777777778,180,630,500
1240,8,65,30,5,20,12,5,2,0.4,0.416666667,270,945,500
1241,8,66,30,5,20,16,14,6,0.43,0.875,270,945,500
1242,9,67,30,5,40,6,2,0,0,0.333333333,270,945,500
1243,10,68,30,5,45,30,24,15,0.63,0.8,300,1050,500
1244,10,69,30,5,42,28,16,7,0.44,0.571428571,120,420,500
1245,10,70,30,5,11,7,5,1,0.2,0.714285714,240,840,500
1246,10,71,30,5,20,10,5,5,1,0.5,270,945,500
1247,10,72,30,5,41,18,6,6,1,0.333333333,100,350,500
1248,10,73,30,5,49,16,13,5,0.38,0.8125,60,210,500
1249,10,74,30,5,42,19,2,0,0,0.105263158,60,210,500
1250,10,75,30,5,12,18,3,1,0.33,0.166666667,150,525,500
1251,10,76,30,5,6,28,26,25,0.96,0.928571429,270,945,500
1252,10,77,30,5,28,13,13,3,0.23,1,210,735,500
1253,10,78,30,5,31,5,4,1,0.25,0.8,210,735,500
1254,10,79,30,5,31,27,15,14,0.93,0.555555556,180,630,500
1255,11,80,30,5,29,16,1,1,1,0.0625,120,420,500
1256,11,81,30,5,41,8,1,1,1,0.125,300,1050,500
1257,11,82,30,5,32,22,8,0,0,0.363636364,300,1050,500
1258,11,83,30,5,42,22,14,9,0.64,0.636363636,240,840,500
1259,11,84,30,5,30,21,11,11,1,0.523809524,180,630,500
1260,11,85,30,5,25,12,2,0,0,0.166666667,180,630,500
1261,11,86,30,5,20,12,1,0,0,0.083333333,240,840,500
1262,11,87,30,5,9,30,14,2,0.14,0.466666667,100,350,500
